"" "" "" "" "" "" "" "" "foldChange"
"HRH4" 2.13884947715943 0 50.7683364361775 0 0.00137431307246629 0.29107027027027 0.102694768942275 0.217714285714286 -1.21276595744681
"BANK1" 9.77628446663943 0 38.356629475686 0 0.00173012760021746 0.413253968253968 0.101979284809005 0.334433333333333 -1.21276595744681
"THBS1" 20.7722276322733 0.00110675381263617 43.1430414894594 0.0010995670995671 0.000569260272890449 0.520965197215777 0.0992892364041184 0.272269141531322 -1.21276595744681
"IL2RA" 13.4370144536104 0 38.822546671621 0 0.000407899645893742 0.40225306122449 0.0833606159876195 0.232228571428571 -1.21276595744681
"RNPEP" 1.28803059311623 0 49.8448964881766 0 0 0.290705202312139 0.0831374050761027 0.232228571428571 0.824561403508774
"TRAM1" 47.3922157723512 0 16.7361520083757 0 0.00274132886720096 0 0.070784268050687 0.197694581280788 0.824561403508775
"ANKRD10" 17.2413888642408 0 40.3249610207651 0 0.000125 0.332912621359223 0.0659688162117216 0.198782608695652 -1.2127659574468
"LINC01094" 16.9927934626258 0 26.2413784816775 0 0.000135322679610228 0.723976047904192 0.0557336142109924 0.214073578595318 0.824561403508771
"BTBD19" 13.5056081327877 0 45.0962498146531 0 -4.65116279069767e-05 0.526599542334096 0.0333821275308165 0.145142857142857 -1.21276595744681
"ADAM1A" 22.6370184516857 0.0995474747474747 10.2974669062643 0.151275653923541 0.000583398771770865 0.513029702970297 0 0.407405940594059 0.824561403508774
"COPG1" 28.4109584886909 0 15.2099436349329 0 0.000649415922189252 0.0590697674418605 0 0.115018867924528 0.82456140350877
"PAQR8" 21.0493944936814 0 11.5727982849235 0 0.000117647058823529 0.520965197215777 0 0.359618661257606 0.824561403508771
"C8orf60" 3.57538130852302 0 9.31805088919433 0 5.40540540540541e-05 0.520965197215777 0 0.191497382198953 -1.21276595744681
"HN1" 1.4224371799661 0 35.3518316979658 0 0.000235294117647059 0.0756595744680851 0 0.192145077720207 0.82456140350877
"SCARB2" 11.2804836106827 0 4.4364220166212 0 0.0117091317535892 0 0 0 0.824561403508773
"TPSB2" 11.0138357023495 0 18.8417396874561 0 0 0.0976923076923077 0 0.191497382198953 -1.21276595744681
"ETS2" 48.7678179823994 0 34.1243714484987 0 0 0 0 0.0441739130434783 -1.21276595744681
"FCF1" 30.0378445961135 0 60.4716071811033 0 0.00225043217377313 0.67630081300813 0 0.223397590361446 0.824561403508772
"C11orf49" 17.132324256822 0 25.1401928794237 0 5.12820512820513e-05 0.516141025641026 0 0.189802197802198 0.824561403508768
"ANKRD44-IT1" 1.54085019529595 0 40.388114625968 0 0.000347985347985348 0.520965197215777 0 0.339369294605809 -1.21276595744681
"XPNPEP3" 7.63732841619219 0 36.6880582177514 0 5e-05 0.520965197215777 0 0.307416309012876 0.824561403508776
"TP53" 11.1375816789088 0 38.6526275814212 0 1e-04 0.183815789473684 0 0.20831654676259 0.82456140350877
"OTOA" 20.8496391247933 0.176473895582329 35.8256228930276 0.226677290836653 -4.54545454545455e-05 0.520965197215777 0 0.314271186440678 0.824561403508769
"MAGOHB" 18.569130292348 0 11.1830201314178 0 0 0.071010752688172 0 0.322198731501057 0.824561403508773
"BROX" 6.60944066611224 0 39.3896284687327 0 0 0.520965197215777 0 0.181011494252874 0.82456140350877
"PPP3R1" 11.3283420123883 0 32.012079434184 0 0 0.519217665615142 0 0.232228571428571 0.824561403508776
"COQ2" 29.0962278249724 0 52.9637897887791 0 0.00144198199461357 0.139603053435114 0 0.158965986394558 0.824561403508773
"CSTA" 24.7727798602998 0 28.8620902755059 0 0.000165869218500797 0 0 0.115018867924528 0.824561403508771
"ZNF610" 15.5950898171521 0 20.0860456741802 0 0.00132860823387139 0.536465517241379 0 0.392407185628742 0.82456140350877
