"","t.test","pvalue","welch.test","pvalue","wilcox.test","pvalue","f.test","pvalue","kruskal.test","pvalue","limma","pvalue","rfe","pvalue","rf","pvalue","lasso","pvalue","elasticnet","pvalue","boosting","pvalue","golub","pvalue","shrinkcat","pvalue"
"RNPEP",2.6222988956188,0,1.57205718583775,0,0.916712313661786,0,6.87645149796359,0,3.02726346186513,0,26.1653509147145,0,4.58390201871658e-07,0.622,0,0,0,0.013,0,0.013,0,0.017,0.273221444961526,0,2.97776991707012,0.02
"TRAM1",3.69990192116257,0.147,0.426843556100817,0.148,0.509618191165447,0.045,13.6892742262224,0.147,0.277475794122643,0.045,29.3142226340239,0.121,0.000111834732986476,0.99,0,0.595,0,0.048,0,0.038,0,0.01,0.164666447235138,0.162,0.0150608196815674,0.391
"ANKRD10",5.32767037961615,0.002,0.224548656368109,0.002,0.393452205707363,0.004,28.3840716738393,0.002,11.8878885680313,0.004,0.1295647061536,0.002,4.72065057491977e-06,0.351,0.00386093461585452,0.126,0,0.064,0,0.053,0,0.072,0.168609195221365,0.002,2.6580924684756,0.081
"LINC01094",5.16051823350963,0,3.47648071170963,0,0.999936270387337,0,26.6309484383853,0,3.1961950059453,0,4.00129205601093,0,9.98351185583939e-05,0.747,-0.000105263157894737,0.45,0,0.029,0,0.021,0,0.014,0.149129540323184,0,0.492188145727887,0.363
"BTBD19",0.378475085162464,0.003,5.16704821157829,0.003,0.999792218753631,0,0.143243390088731,0.003,0.493290300662477,0,2.99391664831168,0.002,1.32425468549482e-05,0.606,0,0.13,0,0.024,0,0.019,0,0.015,0.0277545869533396,0.005,1.24161452703912,0.332
"ADAM1A",2.1865297897802,0.172,1.94286810031267,0.169,0.999306328441415,0.17,4.78091252159623,0.172,15.0456089689146,0.17,24.0029653379607,0.169,4.96820830519279e-05,0.873,0.000545454545454545,0.502,0,0.102,0,0.074,0,0.141,0.473957880742297,0.158,1.049034851989,0.848
"COPG1",3.02808000406682,0,2.17762710206843,0,0.946042933683646,0,9.16926851102929,0,13.0140988618991,0,9.46786669563561,0,3.60766749426858e-06,0.38,0,0,0,0.021,0,0.015,0,0.011,0.0733877311025978,0,3.10368044377629,0.003
"PAQR8",3.50028456998855,0.01,0.377485474339265,0.01,0.907679302756647,0.01,12.2519920708999,0.01,3.73050789875998,0.01,14.5619989373351,0.01,2.15930131991262e-05,0.385,0.00157191299076479,0.018,0,0.12,0,0.078,0,0.13,0.367462942354054,0.009,0.955422198648684,0.036
"C8orf60",0.225769537597605,0.006,3.01784551107575,0.007,0.437072886432761,0.003,0.0509718841070422,0.006,2.86291829454731,0.003,26.3222608015268,0.005,4.15316985857696e-05,0.982,-0.000160869565217391,0.515,0,0.034,0,0.026,0,0.014,0.0346795944813662,0.008,1.95692356418128,0.743
"HN1",4.58488915756392,0,7.34047552649977,0,0.999913501707914,0,21.0212085871472,0,11.1298624086971,0,2.9672137250741,0,1.78459275209884e-05,0.945,0,0.012,0,0.005,0,0.003,0,0.002,0.342391172847828,0,0.789237326619549,0.313
"SCARB2",7.38207388784892,0,2.2947558372925,0,0.967654455593575,0,54.4950148856609,0,14.4328180737218,0,0.364487245001542,0,0.000198562372243761,0.256,0.000277056277056277,0.636,0,0.028,0,0.02,0,0.002,0.0216672610454321,0,0.0915367705906844,0.001
"TPSB2",2.30516474508884,0.004,5.21328929815511,0.005,0.278469020438119,0.005,5.3137845020005,0.004,0.134788517071514,0.005,25.2575195053223,0.003,0.000141610497025244,0.673,0.000285714285714286,0.124,0,0.042,0,0.03,0,0.04,0.370257834270661,0.013,0.168415934557249,0.087
"ETS2",5.23528252195894,0,4.97760198041985,0,0.999982514977246,0,27.4081830847287,0,4.57516561916086,0,6.93515529408603,0,1.42177918974571e-05,0.629,0.00025,0,0,0.01,0,0.006,0,0.002,0.46479064145768,0,0.0531801243979919,0.219
"FCF1",0.664202507927208,0,4.57670121096638,0,0.447740556408571,0,0.441164971536791,0,7.10608119585528,0,16.9377330081435,0,6.38022972678931e-06,0.91,0.000362838915470494,0.354,0,0.009,0,0.006,0,0.005,0.351182391600464,0,0.787552747788297,0.81
"C11orf49",3.85936198792906,0,0.673363634218398,0,0.999997354251516,0,14.8946749538718,0,0.367929335824699,0,7.16359025051662,0,6.17333538575827e-05,0.588,0.000260869565217391,0.269,0,0.064,0,0.048,0,0.09,0.388728280939198,0.001,0.330725453889741,0.051
"ANKRD44-IT1",4.9840545087495,0.176,3.87169365317417,0.178,0.999987581582025,0.074,24.8407993461863,0.176,16.9604212671989,0.074,14.5335318945657,0.174,0.000173137794855634,0.776,0.00052,0.377,0,0.059,0,0.041,0,0.074,0.419100983353815,0.203,2.05823447588502,0.676
"XPNPEP3",3.72350191004049,0.046,0.464524852862204,0.045,0.999347139699657,0.046,13.8644664740752,0.046,19.9762187871581,0.049,14.3586341369319,0.046,8.19179989659216e-07,0.325,-5.84795321637427e-06,0.634,0,0.102,0,0.08,0,0.117,0.463275135532885,0.066,3.01238299393301,0.006
"TP53",0.465966345231705,0,0.663961069326905,0,0.871893319717087,0,0.217124634888587,0,17.6241719041957,0,1.24069524366008,0,1.32138957428347e-06,0.841,9.06372210720037e-05,0.279,0,0.037,0,0.03,0,0.035,0.0466790432188142,0,3.41964893349446,0.697
"OTOA",5.64352299703018,0.798,5.61329733141777,0.796,0.393452205707363,0.852,31.8493518180085,0.798,13.7142857142857,0.852,25.8687072813236,0.798,0.000230092072084387,0.904,9.09090909090909e-05,0.382,0,0.088,0,0.063,0,0.109,0.205342747097211,0.785,2.51723390165624,0.848
"MAGOHB",0.677357620596074,0.001,3.57451759147007,0.001,0.206161421418211,0.001,0.458813346179578,0.001,11.3438933242738,0.001,16.2027093874501,0.001,0.000127009594617681,0.812,0.00254521763895906,0.021,0,0.088,0,0.069,0,0.105,0.0133455026224827,0.002,3.10841969330659,0.069
"BROX",3.5920544998251,0.004,3.72739130262863,0.004,0.107076876481888,0.002,12.9028555297138,0.004,2.34822490232716,0.002,26.3132954261623,0.004,9.09258784755508e-05,0.661,0,0.345,0,0.036,0,0.027,0,0.046,0.0338857600627639,0.003,1.71834584886792,0.157
"PPP3R1",5.3367804161297,0.324,1.69801555709531,0.33,0.999843839305481,0.083,28.4812252099855,0.324,0.277475794122643,0.084,0.469715008215844,0.309,8.2070735872504e-06,0.775,0.000554865424430642,0.36,0,0.076,0,0.065,0,0.106,0.43530792642062,0.312,2.69931718621179,0.286
"COQ2",1.70145607431646,0,5.34801360853286,0,0.646841611955099,0,2.89495277282838,0,0.0736368269067435,0,0.436102224723153,0,0.000119835369418293,0.902,-3.40909090909091e-05,0.007,0,0.026,0,0.02,0,0.007,0.401321724616411,0,0.607191958757618,0.702
"CSTA",0.762061405325878,0,0.759110988156871,0,0.336937389783155,0,0.580737585487253,0,13.5963139120095,0,15.2786971703764,0,0.000204809031048533,0.442,0.00028695652173913,0,0,0.003,0,0.002,0,0.001,0.366254722383354,0,2.16378054404792,0.013
"ZNF610",1.00797574802134,0.102,3.87339720836294,0.101,0.893088120708138,0.081,1.01601510859917,0.102,0.886954306098183,0.081,15.3030425479841,0.099,2.84907979185445e-05,0.834,0,0.482,0,0.077,0,0.064,0,0.095,0.0840767749829065,0.119,2.14692170072491,0.873
"CUL2",3.87710127438685,0.008,1.0026706936873,0.008,0.655048418498978,0.003,15.0319142918521,0.008,0.199762187871581,0.003,13.3550497679031,0.008,8.99367638853281e-07,0.915,0,0.163,0,0.039,0,0.026,0,0.03,0.374412758073914,0.011,1.16039399419697,0.342
"IRF4",3.98762289073072,0.001,3.96987973471433,0.001,0.999671348111481,0.002,15.9011363186796,0.001,2.625,0.002,26.0903680435233,0.001,5.15178026752365e-05,0.657,-7.02380952380952e-05,0.305,0,0.025,0,0.016,0,0.045,0.388558256219629,0.003,1.54538292304816,0.116
"TMEM120A",2.67003956249881,0.152,2.66910858435099,0.154,0.999999910174968,0.085,7.12911126530884,0.152,0.917275352471548,0.085,4.63701943978462,0.139,0.000303976706801454,0.408,-9.09090909090909e-05,0.495,0,0.073,0,0.061,0,0.034,0.149672637271885,0.197,0.0719402308340247,0.026
"ITM2A",0.657169594247,0.059,5.39073101160306,0.063,0.992824877614762,0.144,0.431871875602765,0.059,12.3322575165619,0.144,13.5554464603998,0.057,1.97078235787268e-06,0.931,0.000926215940921823,0.832,0,0.13,0,0.088,0,0.143,0.248205178489843,0.078,0.63637045779986,0.417
"UMPS",5.40163577436918,0,0.655285574875479,0,0.999999522369388,0,29.177669038945,0,24.6443859351113,0,0.0126443056175037,0,0.000129682691748028,0.756,0.00119396284829721,0.008,0,0.032,0,0.024,0,0.022,0.338579197040148,0.001,3.41900089064784,0.151
"C5orf22",1.11020412237869,0,1.10616429436947,0,0.181631260592313,0,1.23255319334665,0,18.9898929845422,0,20.479387855426,0,7.95570256309832e-05,0.614,0,0.495,0,0.028,0,0.02,0,0.019,0.273551637334359,0,1.61217872708116,0.104
"SUMO1",3.99422979921245,0.05,3.97947595528202,0.05,0.763635696344986,0.053,15.9538716889167,0.05,22.3244436894853,0.053,0.013682442484248,0.042,1.07694448939055e-05,0.939,-0.00019047619047619,0.488,0,0.035,0,0.022,0,0.019,0.145270893298186,0.049,1.31114275311672,0.769
"PRDX3",5.6748251654805,0.003,5.66370956681711,0.003,0.632885275686472,0.008,32.2036406587708,0.003,0.0573297095294716,0.008,22.0716302212853,0.002,9.15779435753192e-05,0.439,0,0.154,0,0.037,0,0.028,0,0.013,0.435222621008666,0.002,0.352501298520893,0.027
"LOC284454",5.06003936434563,0,5.03982645332582,0,0.999843839305481,0,25.6039983687274,0,0.827841005605571,0,11.9405797956798,0,7.83595383245731e-05,0.755,0.000934575569358178,0.215,0,0.018,0,0.013,0,0.016,0.490280616357959,0,2.14567135849747,0.158
"C2CD5",4.76864551926141,0.002,4.73478521915701,0.002,0.999999273738965,0.002,22.7399800883719,0.002,1.43324273823679,0.002,36.8574424239088,0.002,5.88902819998664e-06,0.749,-1.05263157894737e-05,0.746,0,0.047,0,0.037,0,0.014,0.187611679100187,0.004,0.269434504489065,0.412
"FLJ37453",1.422557492362,0.477,2.08545280954182,0.48,0.973746487649136,0.692,2.02366981907525,0.477,4.92296585697299,0.692,30.3980770865205,0.473,1.95939481201327e-06,0.773,0.00116086956521739,0.365,0,0.113,0,0.085,0,0.127,0.115585243642634,0.493,1.25651417508001,0.647
"EXTL2",2.1028362587369,0.044,1.43095583810818,0.042,0.671099600158727,0.065,4.42192033105862,0.044,0.979446237472397,0.066,50.3358786545076,0.044,9.9801218951177e-06,0.727,0.000610151861868109,0.24,0,0.044,0,0.036,0,0.066,0.146948528430047,0.038,0.0579056936021269,0.24
"ATG2A",6.4091472824783,0,6.4086978113279,0,0.999988613789102,0,41.077168888499,0,21.7251571258706,0,16.7806368267949,0,1.42884478445984e-06,0.446,-8.69565217391304e-05,0.001,0,0.019,0,0.016,0,0.01,0.0758755861244316,0,1.38758012008363,0.012
"DCN",0.866982993133819,0,1.40519667127186,0,0.999986462548939,0,0.75165951038328,0,17.3571428571429,0,14.1880964923969,0,0.000102452952885103,0.436,0.000757575757575758,0.669,0,0.026,0,0.022,0,0.009,0.0719690533555372,0,0.723680844180158,0.023
"FAM101B",3.72282627983311,0,0.147990534067439,0,0.826356417043562,0,13.859435509816,0,17.7584508238492,0,17.9952869335548,0,0.000329098621503318,0.787,0.000335294117647059,0.019,0,0.014,0,0.011,0,0.006,0.0690244485118011,0,0.54549401516095,0.238
"BTG1",0.147885705665163,0,0.864167575511087,0,0.999462366090855,0,0.0218701819400876,0,1.88449125191099,0,24.3507575094025,0,6.12721515625088e-06,0.149,0.00262998970339124,0,0,0,0,0.001,0,0,0.202122830745013,0,0.641289204424914,0
"ERN1",1.40971435215286,0,3.7216506579161,0,0.437072886432761,0,1.98729455466577,0,0.348819432648208,0,21.4009096705848,0,3.05555364151375e-05,0.694,-0.000190909090909091,0.003,0,0.048,0,0.038,0,0.022,0.3422059347137,0.001,0.778082923303679,0.023
"TGOLN2",4.55874363021276,0,4.1293023930903,0,0.999999012249912,0,20.7821434860054,0,11.4516731781892,0,17.3554414471497,0,0.000282985130217238,0.145,0,0,0,0.001,0,0,0,0,0.0643223805860369,0,0.0780438533420752,0
"LOC100130264",4.14153391938757,0,4.85442828275724,0,0.999998018999693,0,17.1523032054378,0,15.1696959402072,0,12.265500559474,0,0.000185146658567839,0.243,-0.000116666666666667,0.002,0,0.039,0,0.03,0,0.046,0.0545595869835776,0,0.259772008158753,0.001
"SLC7A11",4.98546077644703,0.001,4.5382986722946,0.001,0.999996484552734,0.002,24.8548191534918,0.001,20.4065738066927,0.002,0.0868970732071448,0.001,9.09179436873954e-06,0.657,0,0.382,0,0.021,0,0.015,0,0.028,0.455513326625963,0.001,2.04964188944816,0.048
"PRKCZ",4.17713114274085,0.821,4.15661861331146,0.821,0.750722117571811,0.434,17.4484245836554,0.821,19.5504501443859,0.434,12.3906630614666,0.816,2.87624128700482e-05,0.665,8.2815734989648e-06,0.269,0,0.096,0,0.07,0,0.055,0.0689573008232671,0.834,1.41067894350602,0.109
"SH2D2A",5.22368609279114,0.021,1.87079106381192,0.025,0.999995352311871,0.016,27.2868963960196,0.021,21.2810429760489,0.016,22.1101339360343,0.021,2.38307311713585e-05,0.639,0.00019047619047619,0.75,0,0.051,0,0.039,0,0.06,0.45181529446128,0.025,2.49466371297323,0.17
"PDE2A",4.88001408840972,0.024,4.97938467254213,0.023,0.999998371307073,0.041,23.8145375030774,0.024,1.35782232036691,0.045,1.91335558712334,0.023,3.19787025688115e-07,0.96,-1.43540669856459e-05,0.146,0,0.045,0,0.039,0,0.048,0.260220199947789,0.017,1.28942168725236,0.587
"GINM1",1.88072440146098,0.001,5.20654888504109,0.001,0.382319138061105,0.002,3.53712427425078,0.001,20.551044674707,0.002,40.3654123933957,0,9.53227097760698e-05,0.876,0,0.131,0,0.019,0,0.012,0,0.018,0.393589296237394,0.001,3.60247269360563,0.939
"SLC16A10",1.03790408398592,0.472,1.03457497253425,0.471,0.29030472707395,0.608,1.07724488755465,0.472,0.260913878036351,0.608,0.329022004819147,0.468,5.88015100723832e-05,0.796,0.000166666666666667,0.379,0,0.043,0,0.033,0,0.058,0.549979506144219,0.488,1.13024889477809,0.935
"MAP3K1",5.70077279973243,0.016,5.71033739067052,0.018,0.999639008874036,0.03,32.4988105141691,0.016,0.146764056395448,0.03,1.43301326829127,0.014,1.07065499016512e-05,0.862,0,0.031,0,0.082,0,0.069,0,0.124,0.477610129248204,0.012,1.18048371277631,0.683
"FRMD4B",4.28658776384994,0.302,4.28505796653411,0.305,0.782120866005174,0.197,18.3748346571881,0.302,1.55019534567691,0.197,3.64788263709688,0.294,0.000464299099463123,0.972,0.000117647058823529,0.368,0,0.044,0,0.034,0,0.035,0.296006174290417,0.328,1.54643238361359,0.569
"MARS2",4.25857362141317,0.465,3.94755061544648,0.465,0.744086648411251,0.566,18.1354492889961,0.465,12.2204008833022,0.566,13.5306038307449,0.464,2.81242239894355e-05,0.339,0.00146856157482756,0.387,0,0.124,0,0.098,0,0.11,0.384073131173688,0.449,2.9003207712641,0.007
"DNAJC19",3.95668378628007,0,0.648927620209379,0,0.999899484884246,0,15.6553465846116,0,1.32087650755903,0,2.14296777883842,0,2.82879020289127e-05,0.658,0.000464389233954451,0,0,0.024,0,0.02,0,0.028,0.1521488722831,0,2.24740717982599,0.003
"FAM57A",0.651557566929225,0.03,4.24707239574203,0.031,0.709106225877407,0.054,0.424527263022732,0.03,1.14379140479022,0.054,1.65318621444396,0.027,2.28347759535525e-05,0.8,6.03174603174603e-05,0.262,0,0.13,0,0.093,0,0.143,0.385813830111603,0.024,0.88929780387242,0.437
"HIF1A",0.284832463632717,0,0.485708665859732,0,0.0945416683522093,0,0.0811295323390759,0,14.1912688975709,0,3.82118783702475,0,3.32527839107049e-06,0.786,-9.52380952380952e-05,0,0,0.009,0,0.007,0,0.008,0.123677975967752,0,0.27137290257642,0.317
"Mar-01",3.61553369980329,0,3.59685266834722,0,0.910772510946377,0,13.0720839344133,0,3.36971292678784,0,0.737858724130783,0,5.14188455040886e-05,0.646,0.00107169312169312,0.001,0,0.02,0,0.017,0,0.015,0.0743424957486704,0,2.76036233365753,0.021
"LSM6",4.57810675361487,0,0.28500330793077,0,0.836303149686644,0,20.9590614474941,0,0.0163071173772718,0,1.01995326646437,0,1.25374211697509e-05,0.711,0.000666666666666667,0.001,0,0.007,0,0.008,0,0.002,0.34185388152188,0,0.709372454097084,0.473
"ZYG11B",5.43565761646879,0,0.130681228281621,0,0.999942439304095,0,29.5463737234751,0,2.91719041956854,0,1.93926738784766,0,0.000129735131458609,0.578,0.000884997077674423,0.006,0,0.02,0,0.016,0,0.008,0.39441120135735,0,0.857866418765606,0.402
"ZCRB1",1.44783392802099,0,4.56344015449477,0,0.999998664152274,0,2.0962230831287,0,1.97316120264991,0,20.4026960173927,0,1.66699038434892e-05,0.354,-7.6555023923445e-05,0,0,0.02,0,0.013,0,0.006,0.214151503000508,0,2.36314217683341,0.004
"ACAA1",0.486671553708662,0.001,5.40571706845984,0.001,0.937391900121648,0,0.236849201189207,0.001,20.987514863258,0,1.40465749285087,0,3.77400742289553e-05,0.929,0,0.349,0,0.035,0,0.026,0,0.025,0.108088726537927,0.002,0.737925638012038,0.874
"P2RY10",6.48537047709568,0.015,6.49405337185455,0.017,0.999998371307073,0.049,42.0600302251843,0.015,26.0913878036351,0.049,0.0261279899403434,0.012,0.000142954062213453,0.498,-6.41821946169772e-05,0.609,0,0.075,0,0.056,0,0.07,0.00758197346634731,0.011,1.62281913578516,0.347
"SLC35F5",0.131768722801576,0.004,1.45024381268743,0.005,0.999806421298428,0.001,0.0173629963087574,0.004,3.48793952777306,0.001,0.076210899438365,0.004,0.000237372604439128,0.266,0.000770151663744341,0.984,0,0.034,0,0.024,0,0.036,0.0966751768302167,0.013,2.24217753740614,0.002
"RNF135",0.149948203990434,0,2.54062764203063,0,0.999987581582025,0,0.0224844638799521,0,20.551044674707,0,0.207678583344295,0,0.000496988628492303,0.415,0.0015789898989899,0,0,0.02,0,0.012,0,0.011,0.476887786829132,0,1.5928266456466,0.001
"CCR3",0.298419532711097,0.013,2.32870499863505,0.012,0.567620068459981,0.004,0.0890542175035156,0.013,13.1295226770851,0.004,0.576708360340395,0.008,1.70182637028886e-06,0.785,-9.09090909090909e-05,0.223,0,0.047,0,0.031,0,0.015,0.12794466979789,0.017,1.51920998135797,0.103
"ADAT2",3.63398349714215,0.393,0.298366048337067,0.394,0.93266117198873,0.376,13.2058360575015,0.393,0.636996772549686,0.376,0.434554420291234,0.393,9.75038019154738e-05,0.702,0.00121231884057971,0.382,0,0.11,0,0.09,0,0.144,0.185218399399379,0.427,0.308866410976308,0.126
"PDIA6",2.33387815890713,0,1.40163023293569,0,0.826356417043562,0,5.44698726062372,0,17.4904025819603,0,1.13386796983909,0,4.23066417395423e-06,0.598,0.000962007373506229,0.226,0,0.016,0,0.015,0,0.005,0.464843191309346,0,1.79570043955673,0.003
"LOC286052",1.40633597634834,0.862,0.149763062194389,0.862,0.0568089555146959,0.836,1.97778087837164,0.862,1.88449125191099,0.836,0.210811593042075,0.859,3.8331471656371e-06,0.668,0,0.398,0,0.07,0,0.056,0,0.093,0.111844251174441,0.876,1.21972667145512,0.082
"CCDC115",1.16694363976414,0,3.62730596876845,0,0.826356417043562,0,1.36175745838599,0,0.00636996772549681,0,0.14843940638157,0,5.54567830865828e-06,0.767,0.000686215538847118,0.254,0,0.017,0,0.012,0,0.007,0.336676131534328,0,3.74749070949749,0.674
"SFMBT2",2.5519254489547,0.006,0.566100132981192,0.006,0.999999012249912,0.005,6.51232349702265,0.006,1.88449125191099,0.005,27.501262884475,0.004,9.53260440630452e-05,0.626,8.33333333333333e-05,0.004,0,0.113,0,0.091,0,0.111,0.310708756825049,0.002,2.56505887761336,0.006
"WNT5A",1.26573624768268,0.617,1.16508088138453,0.613,0.999819724709876,0.336,1.60208824869782,0.617,21.2810429760489,0.336,2.17213695499458,0.613,0.000204877551047766,0.946,-9.09090909090909e-05,0.284,0,0.087,0,0.062,0,0.107,0.0561656031287105,0.657,1.43013642244729,0.961
"FBXO3",0.481988234822256,0.145,1.1628103890994,0.148,0.018950338301546,0.052,0.232312658507068,0.145,13.3618990997112,0.052,0.297480698789305,0.135,3.1210509567489e-05,0.795,0.00032695652173913,0.267,0,0.04,0,0.033,0,0.04,0.153892350728414,0.158,0.0501970366012367,0.514
"ZFYVE26",0.567582606632321,0,1.25789170338795,0,0.999999969692273,0.003,0.322150015351541,0,0.00101919483607954,0.003,0.677537370814751,0,7.04423253899496e-06,0.647,0.000217647058823529,0.011,0,0.039,0,0.03,0,0.027,0.338916104060042,0.002,2.51945884116199,0.225
"ADAM10",4.8932318202652,0,0.479246986888804,0,0.999980976654383,0,23.9437176468558,0,27.2453711567861,0,45.7349193996613,0,0.000240210397236863,0.428,9.52380952380952e-05,0.01,0,0.023,0,0.016,0,0.016,0.0768427720653177,0,1.37311355319673,0.004
"DNM2",1.16615000443527,0.085,1.84752175857183,0.087,0.999895082987008,0.101,1.35990583284438,0.085,16.8291999320537,0.101,17.403899551039,0.081,0.000234909986967498,0.797,0.00283068162151484,0.031,0,0.045,0,0.044,0,0.05,0.479765915110425,0.077,0.98041786165893,0.743
"NFKBIE",3.80550262646367,0,4.86889547354962,0,0.434476212339278,0,14.4818502400219,0,14.1912688975709,0,0.0211273838072608,0,1.98267855305007e-05,0.62,0.0008208500791621,0.111,0,0.028,0,0.027,0,0.033,0.362440690684479,0,0.0984971104140931,0.216
"CD300LB",1.85346432149793,0,3.79627979335272,0,0.539121012008257,0,3.43532999106577,0,0.339455580091727,0,16.5633946032556,0,2.156917060186e-06,0.819,0.000596739130434783,0.164,0,0.035,0,0.029,0,0.034,0.231334113396441,0,0.942503644734432,0.542
"SRFBP1",4.26330817394726,0,4.25005375315277,0,0.479145080766171,0,18.1757965860456,0,0.562850348224902,0,0.807953119431639,0,6.13825312700479e-05,0.868,0.000111111111111111,0.021,0,0.061,0,0.043,0,0.048,0.0382307470041368,0,0.991896104658757,0.387
"ANPEP",3.83287191589492,0.24,3.82679939875276,0.234,0.193919813059213,0.429,14.690907123656,0.24,0.0652284695090881,0.429,0.231942165948219,0.23,3.8109288009885e-05,0.924,7.97101449275362e-05,0.244,0,0.095,0,0.073,0,0.137,0.0123550664373114,0.287,1.67170988549229,0.889
"ZKSCAN8",7.33498020391312,0,7.30745502428007,0,0.999999987610477,0,53.8019345917973,0,0.428316629862409,0,26.1534273715792,0,5.60530322863697e-06,0.853,0,0.381,0,0.061,0,0.046,0,0.078,0.0398095217642629,0,2.04069835763235,0.232
"GCSH",0.689181957923314,0,0.683679161813536,0,0.999979312932762,0,0.474971771127014,0,16.6984881943265,0,14.0048252134572,0,0.000105537537991966,0.318,-0.000216374269005848,0.014,0,0.026,0,0.023,0,0.02,0.349198194194288,0,1.20148036724282,0.001
"LOC541473",0.380988334626945,0.413,0.379512627957285,0.416,0.99994543924778,0.744,0.145152111121817,0.413,15.294292508918,0.744,0.533511728257395,0.407,9.10164328050513e-05,0.968,0,0.29,0,0.096,0,0.067,0,0.09,0.182311684296529,0.436,0.164801922510406,0.99
"SUCLG2",0.797711853176864,0,0.792130067305436,0,0.960412960428309,0,0.636344200698864,0,4.24010531679973,0,16.4380271859948,0,3.90377837385804e-05,0.57,-0.000123569794050343,0.009,0,0.022,0,0.017,0,0.002,0.269226780957206,0,1.90088159635199,0.133
"KIT",0.520987570120109,0,0.523065112606679,0,0.976911073142826,0,0.271428048219649,0,5.13776116867674,0,12.2961101999393,0,7.63932795408951e-05,0.716,9.52380952380952e-05,0.026,0,0.028,0,0.019,0,0.009,0.376570429281587,0,1.6209055190667,0.071
"FCGR3B",1.02715779921254,0.034,3.59834162161457,0.036,0.999899484884246,0.024,1.05505314448314,0.034,14.1912688975709,0.024,20.0804202015472,0.022,1.32599802441598e-06,0.51,-4.52380952380952e-05,0.169,0,0.059,0,0.043,0,0.057,0.0948486093125734,0.039,5.38499658767132,0.004
"BRCC3",0.759342444452952,0,1.02492587464446,0,0.999760894287588,0,0.576600947947787,0,12.7847800237812,0,16.1952670649095,0,0.00010150867549084,0.731,-0.000210526315789474,0.008,0,0.055,0,0.041,0,0.034,0.550509596043912,0,2.21339105614264,0.21
"PCCA",3.62349294832835,0,0.758605721139885,0,0.983054129917997,0,13.1297011465853,0,5.65678613895023,0,6.65831505528145,0,1.37521694222305e-06,0.471,0.00358687370600414,0,0,0.038,0,0.024,0,0.019,0.251034968868517,0,1.61899597025514,0.026
"KCNJ13",4.29100931205194,0.589,5.39713510497425,0.591,0.479145080766171,0.562,18.4127609161164,0.589,0.428316629862409,0.562,5.38819578113953,0.587,0.000126132500770962,0.725,-0.000349206349206349,0.29,0,0.125,0,0.095,0,0.145,0.396644785253933,0.614,3.40403097562304,0.389
"SPAG5-AS1",5.42537427536922,0.548,4.31082517627087,0.549,0.999995352311871,0.805,29.4346860278381,0.548,18.9898929845422,0.805,0.00411658391513019,0.542,0.000106804226356868,0.771,0.00127973347691479,0.169,0,0.093,0,0.072,0,0.125,0.177862259312066,0.551,0.700788699825988,0.893
"ZNF587B",4.31667511837472,0.012,4.29384998658697,0.012,0.999613869583425,0.011,18.6336840775954,0.012,12.1090538474605,0.011,0.96796938096638,0.01,3.86811509835334e-05,0.999,0.000886841609953738,0.286,0,0.055,0,0.047,0,0.066,0.593061771706105,0.019,1.37492611249852,0.81
"FCER2",3.28947985625695,0.035,3.28956250510576,0.038,0.499566488283162,0.019,10.8206777247203,0.035,0.471122812977747,0.02,5.56630161539945,0.03,6.82272104331246e-06,0.974,0.000340579710144927,0.272,0,0.07,0,0.053,0,0.071,0.35399542333591,0.031,0.760870797792433,0.787
"LENG8",4.12989083780572,0.842,4.12815954910257,0.843,0.999995551987068,0.892,17.0559983321916,0.842,19.4095464582979,0.892,40.1503340648456,0.84,0.000257229330734466,0.81,0.000272727272727273,0.271,0,0.044,0,0.038,0,0.063,0.0176331099886152,0.862,0.85423635240132,0.262
"SAMD9L",2.31489690233359,0.27,1.21631745726587,0.273,0.999899484884246,0.122,5.35874766843366,0.27,14.4328180737218,0.122,27.0657277252526,0.243,4.03210981305825e-05,0.812,0.000257575757575758,0.124,0,0.061,0,0.054,0,0.063,0.378610545624658,0.292,4.4687926313001,0.717
"LY96",0.0617877238928888,0.766,2.31609524777725,0.768,0.999426205924488,0.624,0.003817722823855,0.766,11.4516731781892,0.624,15.4438604948418,0.759,5.112347674023e-05,0.845,0.000181818181818182,0.571,0,0.025,0,0.019,0,0.033,0.351971643106731,0.779,3.14447471007219,0.952
"PPP1R14A",0.990754785361599,0.512,4.14425083749892,0.513,0.663134496677395,0.488,0.98159504471691,0.512,0.948105996262951,0.488,4.48578723659802,0.506,9.58253044549822e-07,0.524,-9.09090909090909e-05,0.49,0,0.066,0,0.054,0,0.08,0.34558838351447,0.495,1.81110563808869,0.125
"SYMPK",4.15656859027503,0.559,0.0614201952875587,0.558,0.302071895461658,0.883,17.2770624456609,0.559,14.9220315950399,0.883,3.6386196324359,0.549,0.000417268413913078,0.569,0.000505106970324362,0.391,0,0.1,0,0.078,0,0.124,0.412242841239037,0.582,0.372882174619359,0.047
"IL3RA",1.21262926407986,0.005,0.988107153710697,0.005,0.99977706231562,0.003,1.47046973210286,0.005,0.587056225581791,0.003,18.4919991891351,0.004,9.2454297977086e-08,0.761,-0.000142857142857143,0.011,0,0.031,0,0.025,0,0.027,0.456076190406691,0.008,0.865237864950894,0.279
